path,split_original,class,hash,duplicate_group_id,is_duplicate,kept,subset,fold
data\Split_smol\train\Actinic keratosis\ISIC_0028190.jpg,train,Actinic keratosis,dcc2a9030f9f87fa66b90ed704780175f3e9765f03b2bc510618c17dcfce0752,,False,True,trainval,2
data\Split_smol\val\Dermatofibroma\ISIC_0024994.jpg,val,Dermatofibroma,086d98bbad60a8f2762ca5dd84bf74d31836775b4735c0b6fc5e884df895a6f9,,False,True,trainval,0
data\Split_smol\train\Melanocytic nevus\ISIC_0000086_downsampled.jpg,train,Melanocytic nevus,e6b0a910255b5f4ac96dd693795075a33784b93e6db6cf8cdef7f74250424448,,False,True,trainval,0
data\Split_smol\train\Melanoma\ISIC_0000141_downsampled.jpg,train,Melanoma,398d3736340061de52826aef5c210916f4ed5a45c1dc2e5b1c38e36ecc702f13,,False,True,trainval,4
data\Split_smol\train\Actinic keratosis\ISIC_0027650.jpg,train,Actinic keratosis,98e2f92cc92a99268b70535633747b8eb233ccb5f8ab79bc0ca80d9a91f90f75,,False,True,trainval,4
data\Split_smol\train\Dermatofibroma\ISIC_0027727.jpg,train,Dermatofibroma,ba8783a32c1a3e3d2aaba32516b0175cd3e22f74b4ccf6151b3a3745a7a7ff11,,False,True,trainval,1
data\Split_smol\train\Actinic keratosis\ISIC_0031292.jpg,train,Actinic keratosis,9682942a34bbfd12f1f12ca2c0bafa6ccfe7a38548b8d7dd72edeb71363fe77c,,False,True,trainval,2
data\Split_smol\train\Benign keratosis\ISIC_0015006_downsampled.jpg,train,Benign keratosis,c8a9dc3445e1b3011c2d95ab230d52730366141394aada58a6d1e56c57e1069d,,False,True,trainval,1
data\Split_smol\train\Squamous cell carcinoma\ISIC_0024463.jpg,train,Squamous cell carcinoma,3e1bed546edf0fb34cd4e2c1622045baf5f1a2ca7cae211af969914c1bb4c2ee,,False,True,trainval,1
data\Split_smol\train\Dermatofibroma\ISIC_0032114.jpg,train,Dermatofibroma,03f8e303b3def7b93d5f1d2d3b89f930a0992ae31fc91b1b9e4f9310774f1366,,False,True,trainval,0
data\Split_smol\train\Melanoma\ISIC_0000163.jpg,train,Melanoma,cc397b0b015cf0ac5f32df560467c993fed9fd32390326488cab704850b7c10e,,False,True,trainval,3
data\Split_smol\train\Actinic keratosis\ISIC_0027254.jpg,train,Actinic keratosis,178b879a5b98977635f80c14d3acd2db1cdc795b9270a52381a2ec42140c7269,,False,True,trainval,1
data\Split_smol\train\Atopic Dermatitis\2_15.jpg,train,Atopic Dermatitis,c77f6d6f51f2e9775faa0b7f8e3135fe8eec74aa612f3f633a93a6bb75e162c0,,False,True,trainval,3
data\Split_smol\train\Benign keratosis\ISIC_0014630_downsampled.jpg,train,Benign keratosis,b6f268db0c1a01e45fcb95a13fcde94fbb1002a2e8eefa6a81a6935ac61a8724,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014640_downsampled.jpg,train,Benign keratosis,1ec160b152007759f9728dea8cf490b2bb018411ec1e6eefd2a7472078242579,,False,True,trainval,1
data\Split_smol\train\Vascular lesion\ISIC_0025452.jpg,train,Vascular lesion,4bc1ce1258db5083fc6e652ac290f25b8af7283427e5fbc086056f1249fa2a34,,False,True,trainval,4
data\Split_smol\val\Benign keratosis\ISIC_0014627_downsampled.jpg,val,Benign keratosis,9f6822fa7d614458c86f3f6a10024301498216aaf1447e1392481d5459988e06,,False,True,trainval,3
data\Split_smol\train\Actinic keratosis\ISIC_0030463.jpg,train,Actinic keratosis,8ca3331208ab0b3848ca1b53e8c3ae0a3fce6cd5564b0277876fa8530fc265f1,,False,True,trainval,1
data\Split_smol\val\Actinic keratosis\ISIC_0030143.jpg,val,Actinic keratosis,9f8eaef3f048bb05287ee5b75913b46b100d1502e88bafc3e214c79481849846,,False,True,trainval,2
data\Split_smol\train\Benign keratosis\ISIC_0014607_downsampled.jpg,train,Benign keratosis,6f72919033e869d94dcedffa2e7cf2e6c12c2dad0691be6e9fd5b411fe5f4ce5,,False,True,trainval,0
data\Split_smol\train\Squamous cell carcinoma\ISIC_0027767.jpg,train,Squamous cell carcinoma,d56edbe493357ed17dd1741a406901ae03fc872bc1b3710de72b4dcda7122c9d,,False,True,trainval,3
data\Split_smol\train\Actinic keratosis\ISIC_0032135.jpg,train,Actinic keratosis,cb6eb8d83c3bfcf83bf33b661d6c1d3b98abaa1719406586301876716dd37541,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\2_12.jpg,train,Atopic Dermatitis,980d6b7152555fb040ff41b34c0b0f8e3f1591e3f2d9f34ebf672a86daa587cb,,False,True,trainval,4
data\Split_smol\train\Atopic Dermatitis\1_64.jpg,train,Atopic Dermatitis,790d7245846eb47d044022ae55f7829e66a14c0f3e149efe5a0e2e9d3a544a0f,,False,True,trainval,3
data\Split_smol\val\Actinic keratosis\ISIC_0027452.jpg,val,Actinic keratosis,eb172c38a248e95b9e4cc5ed78e9a334fa1a93fb91226084a540c153b7d8e0d3,,False,True,trainval,1
data\Split_smol\train\Atopic Dermatitis\2_13.jpg,train,Atopic Dermatitis,43848e83bd80cca737a7bf6167a660621159780aa10d0b3177e3656a24b94304,,False,True,trainval,2
data\Split_smol\train\Melanocytic nevus\ISIC_0000008.jpg,train,Melanocytic nevus,ea32fb2afa394ecb3befa3cc435c855450f1ec017cc87b9a9a72f97c6a6c4f01,,False,True,trainval,0
data\Split_smol\train\Dermatofibroma\ISIC_0030579.jpg,train,Dermatofibroma,9380bfb62f0c40b45afb0847c709eb6b7c4cc9a84842c3ef36557b27f3566ace,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0027888.jpg,train,Vascular lesion,637d336f1a2003175d6e835f7c9ebe89d20ec5a57ca3315358b36f8fddeb9418,,False,True,trainval,4
data\Split_smol\val\Tinea Ringworm Candidiasis\aug_0_Fixed-Drug-Eruption_cdp-2013112112250982.jpg,val,Tinea Ringworm Candidiasis,6826913541005752a2ec333ed4b4590f334bd2462136214cbca61eef16695b73,,False,True,trainval,2
data\Split_smol\val\Melanoma\ISIC_0000469.jpg,val,Melanoma,ce7ae467f307fcef9d11f9f7598dbfc2e68abee06fd154c0e30fe0c35d41f672,,False,True,trainval,1
data\Split_smol\train\Squamous cell carcinoma\ISIC_0025319.jpg,train,Squamous cell carcinoma,508474f9aad776e2f16aa8be6a6312b42aaa42dd76420778383f1d66802a0741,,False,True,trainval,1
data\Split_smol\train\Melanoma\ISIC_0000150_downsampled.jpg,train,Melanoma,06eeecfad0811518e663a52bdba108324df3088f641581feecc8b1af736d1c9b,,False,True,trainval,0
data\Split_smol\train\Atopic Dermatitis\2_2.jpg,train,Atopic Dermatitis,bdb8ee35c9ac960fb128013bc85371442358b7a49481cd56e3ec1495f533e994,,False,True,trainval,2
data\Split_smol\train\Melanocytic nevus\ISIC_0000094_downsampled.jpg,train,Melanocytic nevus,2def722e51333d072be092691223a25e4b8a2f25f06f45b343079570391add85,,False,True,trainval,1
data\Split_smol\train\Melanocytic nevus\ISIC_0000072.jpg,train,Melanocytic nevus,f67f425d67065bd999bf6ae2e3d7ca247336c5bc9ccb003f875ad31a8a4e0f5f,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\1_77.jpg,train,Atopic Dermatitis,1950364a0aa415d57af38058d27a41bc4eedf85fa0681202ee4e27f1b9a8c05d,,False,True,trainval,4
data\Split_smol\train\Atopic Dermatitis\1_43.jpg,train,Atopic Dermatitis,47bc1f3609264bea9481cb65ecff979e2f2dd233d4491f8d45f09512a861b08d,104.0,False,True,trainval,2
data\Split_smol\train\Melanoma\ISIC_0000482.jpg,train,Melanoma,109b1b46b5505903f3dae3c2f491195c9bc8f3b932a32176042b55ceaed89335,,False,True,trainval,4
data\Split_smol\train\Melanocytic nevus\ISIC_0000103_downsampled.jpg,train,Melanocytic nevus,089a22762d3cc139ed2e48d3d6ea5a4640dd4ae1f8eaa983d48389c6ecb04ec3,,False,True,trainval,2
data\Split_smol\train\Melanoma\ISIC_0000151_downsampled.jpg,train,Melanoma,4e8fa9d4f91a504caa2e2908baffd51af185b3a3c484339f30e0b7e1757d01c9,,False,True,trainval,3
data\Split_smol\train\Squamous cell carcinoma\ISIC_0027178.jpg,train,Squamous cell carcinoma,853eaa52ecbf880d28e39a995510114434fe2b545c155c5f08e60ebee1a083f2,,False,True,trainval,4
data\Split_smol\train\Melanoma\ISIC_0000463_downsampled.jpg,train,Melanoma,11259b6c74e5808c78506b23d03e56c8f8650e6f1ce42be9b22ab266b09b1cb2,,False,True,trainval,2
data\Split_smol\train\Vascular lesion\ISIC_0029486.jpg,train,Vascular lesion,354c6c257eb080d3345e038f5d2057a571b406db0fc58dbea282d9f64d2b3980,,False,True,trainval,2
data\Split_smol\train\Squamous cell carcinoma\ISIC_0026138.jpg,train,Squamous cell carcinoma,d4cb281c25dd2fc78e977b6a75fd52c70ff794c33b775258b31ea14398e76f5e,,False,True,trainval,3
data\Split_smol\train\Vascular lesion\ISIC_0030606.jpg,train,Vascular lesion,ca77efb090d71074b7bdb797c1224b7432d0d601e7f94241591a1e691207be39,,False,True,trainval,1
data\Split_smol\train\Vascular lesion\ISIC_0028188.jpg,train,Vascular lesion,f2dbe6b49b15233e2caee549c25b9dfd21e8469f25af4e3f919697effd1ad0a7,,False,True,trainval,4
data\Split_smol\train\Actinic keratosis\ISIC_0029133.jpg,train,Actinic keratosis,6fedf5cee25c3e5b20ec17a2540e2e1cbe2492f042e750f3f2cdc118228fad24,,False,True,trainval,3
data\Split_smol\train\Melanoma\ISIC_0000146_downsampled.jpg,train,Melanoma,8c3d77523b09453bbbf129184d9ac43fdc2e3d1fed3bfc04c0c79b011f0c5a24,,False,True,trainval,3
data\Split_smol\train\Dermatofibroma\ISIC_0033422.jpg,train,Dermatofibroma,1c8837d1d60b738dc86e45cd641d41988eeb61cb738ef127c790afbba243132b,,False,True,trainval,3
data\Split_smol\train\Dermatofibroma\ISIC_0025771.jpg,train,Dermatofibroma,eb99f25c95c8c39aaa0a83080970ff04f382c286b2e4ae867a788947e890f62d,,False,True,trainval,3
data\Split_smol\train\Dermatofibroma\ISIC_0030321.jpg,train,Dermatofibroma,0abc879322e6c33b39a116df5352790b59921e3f24893dd38bd69d028b4bd553,,False,True,trainval,4
data\Split_smol\val\Melanoma\ISIC_0011130.jpg,val,Melanoma,fe1316491ce1bcdc72b83fe2f569d80efddf2d6f811b5306eb81b796d7ecf560,,False,True,trainval,1
data\Split_smol\val\Squamous cell carcinoma\ISIC_0026362.jpg,val,Squamous cell carcinoma,b4a29d6df5799c46cb7dc16fd0fd1dcce98e79f1a420de02ebf6e09da2ff96bb,,False,True,trainval,3
data\Split_smol\train\Vascular lesion\ISIC_0025578.jpg,train,Vascular lesion,3510d83a3e0b5953c88793316ffeb27ef20adc64affe061b99a6639de9abbca4,,False,True,trainval,1
data\Split_smol\train\Benign keratosis\ISIC_0014632_downsampled.jpg,train,Benign keratosis,61498d2d75d9a005b51a42f329c6164a14c1842bf7d033293581dd5058fe3dc1,,False,True,trainval,3
data\Split_smol\train\Melanocytic nevus\ISIC_0000055_downsampled.jpg,train,Melanocytic nevus,3601afe48d193630a489ecf2500092ac9b0b902b63b4f3895e0f2e1e4499733c,,False,True,trainval,2
data\Split_smol\train\Melanocytic nevus\ISIC_0000109_downsampled.jpg,train,Melanocytic nevus,e3cd38aba6a7462dd4c5e412ef910be26669248d44713cb33d89e634c4dc124d,,False,True,trainval,4
data\Split_smol\train\Atopic Dermatitis\1_68.jpg,train,Atopic Dermatitis,bfd72f12f254a3f05b1db8b79d003a95bac25c2ca183a67588e4d52073655299,,False,True,trainval,2
data\Split_smol\train\Benign keratosis\ISIC_0014626_downsampled.jpg,train,Benign keratosis,867c40a15834bec16124f4d1a80a5499db702b90e1644b8adb04a07a7f4041d9,,False,True,trainval,0
data\Split_smol\train\Dermatofibroma\ISIC_0030757.jpg,train,Dermatofibroma,4a6351f52527f57e591c963cb49d79b28df6d5d2473b3d8678942532f9c30acb,,False,True,trainval,3
data\Split_smol\train\Dermatofibroma\ISIC_0027598.jpg,train,Dermatofibroma,51f36c99d51a12d17a5068f1365a73563d546d045c2360bfea5836626dd5cf0c,,False,True,trainval,1
data\Split_smol\train\Atopic Dermatitis\1_22.jpg,train,Atopic Dermatitis,79e99c95383f9582ed77b92cb0eda50916ad48c62ed890ffe63d7658dc6866b6,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0027937.jpg,train,Vascular lesion,ba5762f606a972c3290f3cb28b5bc1f20ea4882748e0e194f84a2cfd7d998aac,,False,True,trainval,4
data\Split_smol\val\Dermatofibroma\ISIC_0026254.jpg,val,Dermatofibroma,ba75c90ab4b34f620aef7ae563b92838d523649ff7bbfb595bc6568efec52dd1,,False,True,trainval,2
data\Split_smol\train\Squamous cell carcinoma\ISIC_0024579.jpg,train,Squamous cell carcinoma,e3bbd4c1c0e80de2654c779937fa953f3078ed365158cd20f52b2caec0541547,,False,True,trainval,4
data\Split_smol\train\Melanoma\ISIC_0000299.jpg,train,Melanoma,bee19119dad8720a8b8d50c4ec78e1368c1299b4fdac7f953821880544e6bb15,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014575_downsampled.jpg,train,Benign keratosis,634de4710f845e2b66d256caca5ed146064f2cf9f64895be14b395bcb8a8b31e,,False,True,trainval,1
data\Split_smol\train\Benign keratosis\ISIC_0014589_downsampled.jpg,train,Benign keratosis,cf2a6da2b389a729ef2bf2f8e879828f1b17ff67fc7f5f86f6f39a2e0220ee0a,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\1_83.jpg,train,Atopic Dermatitis,6883d8906d7d86c35ad3d301c6033b1867b2470283ddfe0321363601339f6cd0,,False,True,trainval,4
data\Split_smol\train\Tinea Ringworm Candidiasis\15997525228_30a0f1256f_z.jpg,train,Tinea Ringworm Candidiasis,1d90f076b0ca14e27d26d3db4c476ec74af2a14ddecc1a57ad8c061b77729966,,False,True,trainval,2
data\Split_smol\train\Vascular lesion\ISIC_0027159.jpg,train,Vascular lesion,7a9e6329ebd5b07545dd2194d830cb04b89e6d2a2a871ab075079ec2173205a0,,False,True,trainval,1
data\Split_smol\train\Benign keratosis\ISIC_0014572_downsampled.jpg,train,Benign keratosis,09fd8b094e44fa3e7a84ffc8c0044cdbe897d5beb9d0c853fff4c29b97f097ec,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0025425.jpg,train,Vascular lesion,6124865295355a12f1807f3a1a70f1ebbb9908081cc4e8c264d01c55f7416103,,False,True,trainval,0
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_img200811101425_lg.jpg,train,Tinea Ringworm Candidiasis,d3b0997c256a9563ecde1a18f2d7325ad42889825cd1fbe3ee1a1c683c988afa,,False,True,trainval,4
data\Split_smol\train\Actinic keratosis\ISIC_0027829.jpg,train,Actinic keratosis,22fe510f84f081e83ab90e3dbbf87754885931d0af280513427dc95b1049b9ea,,False,True,trainval,3
data\Split_smol\train\Actinic keratosis\ISIC_0026149.jpg,train,Actinic keratosis,36d99ea7ec0af89eba3decd14a18dfcfa077e9d0d7bad7bc6d6ad03588ff0734,,False,True,trainval,4
data\Split_smol\train\Atopic Dermatitis\2_17.jpg,train,Atopic Dermatitis,d68ea7ee75f36b25cbbc447136c6e575b6870e30c6ec9b6ca30f8d1610923bb4,,False,True,trainval,3
data\Split_smol\train\Dermatofibroma\ISIC_0025223.jpg,train,Dermatofibroma,b47774d0c69ea0f0375619e26b0526295a82ed4298b9cc2cdf82d99c19e2f8f0,,False,True,trainval,0
data\Split_smol\val\Dermatofibroma\ISIC_0026473.jpg,val,Dermatofibroma,e7a2930f083a5ee460907ddfbe95dfcf2bd5bd23b3eaf634714feadb6cf89505,,False,True,trainval,3
data\Split_smol\train\Melanocytic nevus\ISIC_0000089_downsampled.jpg,train,Melanocytic nevus,83d9ee1c03fe6d802ea73b07c98ed0868e6a70e596e3aec2a8c0cad25b842537,,False,True,trainval,4
data\Split_smol\train\Benign keratosis\ISIC_0014637_downsampled.jpg,train,Benign keratosis,2e914e377b69d7953ea4f1ecd4400aa888e92fc740bb411ecf9675db789d0e9b,,False,True,trainval,3
data\Split_smol\train\Actinic keratosis\ISIC_0025992.jpg,train,Actinic keratosis,898a5c3d197c0192ecf46d06b123f22e48e653a0147e1daeea3af3c3bf11bbe9,,False,True,trainval,2
data\Split_smol\train\Squamous cell carcinoma\ISIC_0025790.jpg,train,Squamous cell carcinoma,5b42cf94f15e93944340996ff950314f8bb64093a2a43935f7938cb646d32b93,,False,True,trainval,1
data\Split_smol\train\Benign keratosis\ISIC_0014606_downsampled.jpg,train,Benign keratosis,5d489f204958b1e0c4f627249b247e5b5addd8b28cd766787bdff03a5aff0121,,False,True,trainval,0
data\Split_smol\train\Benign keratosis\ISIC_0014648_downsampled.jpg,train,Benign keratosis,126c09b7fb9ab185cbc2ae85a3331b1083c3b069d8ece60e9a64b1b912ffef35,,False,True,trainval,2
data\Split_smol\train\Melanoma\ISIC_0000054_downsampled.jpg,train,Melanoma,19094dedc829d3cded5ea9b4a24c1aba7e7bcdb9e085d0a2fd247fc0feeb7326,,False,True,trainval,0
data\Split_smol\train\Benign keratosis\ISIC_0014642_downsampled.jpg,train,Benign keratosis,7ea26cb170c49c4b169ccf2268420350f248abe4cd5f622435e2e785b96372b2,,False,True,trainval,4
data\Split_smol\val\Melanoma\ISIC_0010054.jpg,val,Melanoma,a45e17c0af04ce24d1e200650f394bf822ddc174f62d5ac98c45e4ad1408879b,,False,True,trainval,1
data\Split_smol\train\Melanocytic nevus\ISIC_0000085_downsampled.jpg,train,Melanocytic nevus,6440eeedba6b9f12d91e570111b7658f0a655af6230206855a72c58b0a584b93,,False,True,trainval,1
data\Split_smol\train\Melanocytic nevus\ISIC_0000023_downsampled.jpg,train,Melanocytic nevus,1c6064cb9d2015e19f5a9f1f7504e24b883e24d5fcd1b49495be068f2d80d5f4,,False,True,trainval,4
data\Split_smol\train\Melanoma\ISIC_0000155_downsampled.jpg,train,Melanoma,36901f63bd4e6bada5911055ce1808ae9cb78d59b5549e3fd6fcfc289154afa3,,False,True,trainval,1
data\Split_smol\train\Benign keratosis\ISIC_0014608_downsampled.jpg,train,Benign keratosis,4c0cb540079710b435b8c28bcb64a0751d650e769810ff8126f93863b95cb06d,,False,True,trainval,3
data\Split_smol\train\Melanocytic nevus\ISIC_0000067.jpg,train,Melanocytic nevus,5e72117190f2f03ccc366630d9ba72fd159f5077496d972179561b27f1ce5baf,,False,True,trainval,2
data\Split_smol\train\Melanocytic nevus\ISIC_0000064_downsampled.jpg,train,Melanocytic nevus,5d186e4300b3d15f9651e471a07bfce62fb36102cd6e6756dc87077bfac116e3,,False,True,trainval,2
data\Split_smol\val\Squamous cell carcinoma\ISIC_0025948.jpg,val,Squamous cell carcinoma,f1b399321cd0013d714734020b05b6b1e736146241a142cbfbe66a169b5cf0c6,,False,True,trainval,4
data\Split_smol\val\Melanoma\ISIC_0009897.jpg,val,Melanoma,f0c67f61fd8d01b7193c75bfecccbf5999d873a425f637e3deca58efe77276dc,,False,True,trainval,0
data\Split_smol\train\Melanocytic nevus\ISIC_0000009.jpg,train,Melanocytic nevus,015c14af831773d16b5f3ce87aa1ddbc6be7efd0d856bd2bac2c7a4fd3f5309a,,False,True,trainval,1
data\Split_smol\train\Melanocytic nevus\ISIC_0000119_downsampled.jpg,train,Melanocytic nevus,282b668fea6ae138eeeafbf475324adea02368589406699b22bb81f4cd806818,,False,True,trainval,1
data\Split_smol\train\Actinic keratosis\ISIC_0030344.jpg,train,Actinic keratosis,d0fadd662cff2ae30b788d9b9e0a2442a219e470b6686eadd2554fb06b176a06,,False,True,trainval,2
data\Split_smol\train\Vascular lesion\ISIC_0025596.jpg,train,Vascular lesion,4d7299ed107af5d76a8526788eae842872acfb87027e918aac06ea8b4d5c0609,,False,True,trainval,1
data\Split_smol\train\Actinic keratosis\ISIC_0027447.jpg,train,Actinic keratosis,67de56c63fc1613b4af59ffb39b24f57c961fc763c392d64fabef2df8b2a9628,,False,True,trainval,0
data\Split_smol\train\Melanocytic nevus\ISIC_0000012.jpg,train,Melanocytic nevus,d11ba6bb451af44619bd734848b3e6fa877707ad772b76d539890f7926c56da8,,False,True,trainval,3
data\Split_smol\train\Benign keratosis\ISIC_0014595_downsampled.jpg,train,Benign keratosis,346906230a21d6e0ab7d5ef0ce67d00d5e1930724b1aec930d8404c503b71a34,,False,True,trainval,2
data\Split_smol\train\Melanoma\ISIC_0000142_downsampled.jpg,train,Melanoma,9a30d248046b8dbf01a2edf5eb7190d72cfea132f2208f62fdf8b1ec54ae9628,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\1_60.jpg,train,Atopic Dermatitis,5dc6888813cbde259d01a8e4f9c66b0095e4eb7fbd45311bdd3865fa65de8ecd,,False,True,trainval,2
data\Split_smol\train\Vascular lesion\ISIC_0027856.jpg,train,Vascular lesion,4898406f1bbf66276d56124e6dfc43cd05f9cf463f7433a592065a7d5c327c94,,False,True,trainval,2
data\Split_smol\train\Dermatofibroma\ISIC_0030830.jpg,train,Dermatofibroma,294ed7ac8de4d40793f17058aac185419a27a3d425d1544a78e823c7eae5b523,,False,True,trainval,3
data\Split_smol\train\Benign keratosis\ISIC_0014811_downsampled.jpg,train,Benign keratosis,8d1240b26bee066fca6294f12788cde60f389c652bf762ae0dbc0fb59a8cef96,,False,True,trainval,2
data\Split_smol\train\Benign keratosis\ISIC_0014586_downsampled.jpg,train,Benign keratosis,740adcf84034a68ad55e8ca6b677b564eeed32e6b027ea1f7181406d4d0a515a,,False,True,trainval,4
data\Split_smol\val\Melanocytic nevus\ISIC_0000093_downsampled.jpg,val,Melanocytic nevus,f3c42facd58fc509efefff7f076b5b96e155399057f9dc0b2deb47c3f706cfb1,,False,True,trainval,4
data\Split_smol\val\Squamous cell carcinoma\ISIC_0025029.jpg,val,Squamous cell carcinoma,788c25a55b16d936b3fd4df05e7f75ca9d0330cb2881b503459733ea248299ae,,False,True,trainval,2
data\Split_smol\train\Benign keratosis\ISIC_0014804_downsampled.jpg,train,Benign keratosis,80caf5d2fbb2d7926d77a01975d37162b4382be501247c54b11748bd6485fa66,,False,True,trainval,0
data\Split_smol\train\Melanoma\ISIC_0000161.jpg,train,Melanoma,ac8aea436d7b2ea09dc9570ff1e8cbd7a7c09bb0d41e7aadb68a0c4ae07718a4,,False,True,trainval,4
data\Split_smol\train\Atopic Dermatitis\1_42.jpg,train,Atopic Dermatitis,39b399701bc78d5decfe07cfbfd264b54df8047a36c79540467a4b7ea250a8e9,103.0,False,True,trainval,4
data\Split_smol\train\Melanoma\ISIC_0000301.jpg,train,Melanoma,ec4cb9351b3b7bf7406f7bfe30b523e33589ee66dec20ddb0f00574451fbc510,,False,True,trainval,3
data\Split_smol\train\Squamous cell carcinoma\ISIC_0026014.jpg,train,Squamous cell carcinoma,04ab6193867d93bd4c0d3938284b81b5495967c4291b900009b7f67dcb365885,,False,True,trainval,2
data\Split_smol\train\Dermatofibroma\ISIC_0032613.jpg,train,Dermatofibroma,21a29771e49336915dad215d672d6999225f491fa0838db36d95f517e3d3a1c1,,False,True,trainval,4
data\Split_smol\val\Melanocytic nevus\ISIC_0000017_downsampled.jpg,val,Melanocytic nevus,c2034452e3858859879c91689ae60074979fce96d2aae000c53044ccefd8e615,,False,True,trainval,0
data\Split_smol\train\Atopic Dermatitis\1_78.jpg,train,Atopic Dermatitis,45a63289ad8db7b5304b731100523bbbb023d08fcde9dd1ae120057dca6e78d6,,False,True,trainval,0
data\Split_smol\val\Actinic keratosis\ISIC_0025803.jpg,val,Actinic keratosis,2237843305ffef7eea3bc50cf7612faa629e576803c21957ab91fe92af7e3041,,False,True,trainval,2
data\Split_smol\train\Melanocytic nevus\ISIC_0000127_downsampled.jpg,train,Melanocytic nevus,5476d41f8f06cb6141f5c82cf6d928152d00e2d8865ea2f3238b154792458c2a,,False,True,trainval,4
data\Split_smol\train\Melanoma\ISIC_0000154_downsampled.jpg,train,Melanoma,772fe8a9c24915f9e5c893333852f89f6084f3963cf3014605689df986f599f9,,False,True,trainval,3
data\Split_smol\train\Squamous cell carcinoma\ISIC_0027719.jpg,train,Squamous cell carcinoma,d80b18347070e23a04028c58d824ff2dccda570cfc23302f849c5a3f2af69847,,False,True,trainval,0
data\Split_smol\train\Vascular lesion\ISIC_0031648.jpg,train,Vascular lesion,1eef2d7398dd9ca1d0ba452092d1bd0ae55b91ff011c68c20f98ec1dd0e87b94,,False,True,trainval,4
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_ringworm1.jpg,train,Tinea Ringworm Candidiasis,d880aaa2f5b99557d955b274924aa544b2352de30d8689e2782e331188ef737f,,False,True,trainval,2
data\Split_smol\train\Tinea Ringworm Candidiasis\148018-1.jpg,train,Tinea Ringworm Candidiasis,bada25f0b93a9e05c0f7c943028b4739defb2579eca2fe771893af0fbe4df790,,False,True,trainval,3
data\Split_smol\train\Vascular lesion\ISIC_0025197.jpg,train,Vascular lesion,c10b7b06c8fd634a781dfe79d0a867962cb8ca9194faf41c3e3d6f8d1e6dfa3d,,False,True,trainval,1
data\Split_smol\train\Vascular lesion\ISIC_0026349.jpg,train,Vascular lesion,576b9b485b50de748c4ca493e5a0268e495d81821ea6acb6d301771c4c48b02d,,False,True,trainval,2
data\Split_smol\train\Dermatofibroma\ISIC_0031257.jpg,train,Dermatofibroma,a9a5a429aaf14a9344b0de8a6bc2ec6d16810708415f537b97a6aa2ff6ecf932,,False,True,trainval,1
data\Split_smol\train\Actinic keratosis\ISIC_0030730.jpg,train,Actinic keratosis,ca5a5b67c32ee5213121696ef7e4c622232e8e176db07ce8ec26b91fd12245b7,,False,True,trainval,4
data\Split_smol\train\Squamous cell carcinoma\ISIC_0025637.jpg,train,Squamous cell carcinoma,4f581cd6e50f28bfc0c740217188ad4dc72a9fe5dd39edc14a3d1bfd8c6c0818,,False,True,trainval,3
data\Split_smol\train\Benign keratosis\ISIC_0014612_downsampled.jpg,train,Benign keratosis,1070ed7382b27dc14f8ff023605adfbf091f4a3817530b612c4bc3598047cfc3,,False,True,trainval,1
data\Split_smol\train\Atopic Dermatitis\1_84.jpg,train,Atopic Dermatitis,256f0b41aeb50b73a6587f838f258ae0ec51d64b9802663945899e7e41c49581,,False,True,trainval,1
data\Split_smol\train\Tinea Ringworm Candidiasis\aug_0_S_1017_Pityriais_rosea_M2400164.max-600x600.jpg,train,Tinea Ringworm Candidiasis,abdf014dfd93c1592cb73ad3d526bd999abf9cbe42108aa9a43822b31f889453,,False,True,trainval,1
data\Split_smol\train\Benign keratosis\ISIC_0014823_downsampled.jpg,train,Benign keratosis,e0884bcd145f943cd52f0a4851bc882a370602304dc01619878903debb23ff81,,False,True,trainval,2
data\Split_smol\val\Squamous cell carcinoma\ISIC_0024450.jpg,val,Squamous cell carcinoma,bbeaa31a6971fc15e6faf649610109e28726606291c4b84e9944e4db2197a883,,False,True,trainval,3
data\Split_smol\train\Dermatofibroma\ISIC_0030244.jpg,train,Dermatofibroma,be717e903896c7728b1636a6a7dbd8a0711de3a8ca7d347afcfcc11d7d7ef19d,,False,True,trainval,2
data\Split_smol\train\Atopic Dermatitis\2_7.jpg,train,Atopic Dermatitis,c4965244802292bfffb8de9de9f693687ac13bfc8a5ce408d9901a4eadfa34a6,,False,True,trainval,1
data\Split_smol\train\Melanocytic nevus\ISIC_0000096_downsampled.jpg,train,Melanocytic nevus,43b92b83301eebc67be15d25fddd577b88ac8c3aab8e8bd615fca209dc5e9739,,False,True,trainval,4
data\Split_smol\train\Melanocytic nevus\ISIC_0000048_downsampled.jpg,train,Melanocytic nevus,b823204d63a7ae56038707c190051556e9bde87cec8e2fcb65de896baddebe6d,,False,True,trainval,0
